N;S1;S2;Delta
31280;10.92804;10.92797;6.67572e-06
31281;10.92807;10.928;6.79493e-06
31282;10.92811;10.92803;6.79493e-06
31283;10.92814;10.92806;6.914139e-06
31284;10.92817;10.9281;6.914139e-06
31285;10.9282;10.92813;7.033348e-06
31286;10.92824;10.92816;7.033348e-06
31287;10.92827;10.92819;7.033348e-06
31288;10.9283;10.92822;7.033348e-06
31289;10.92833;10.92826;7.152557e-06
31290;10.92837;10.92829;7.152557e-06
31291;10.9284;10.92832;7.271767e-06
31292;10.92843;10.92835;7.271767e-06
31293;10.92846;10.92838;7.271767e-06
31294;10.9285;10.92842;7.271767e-06
31295;10.92853;10.92845;7.390976e-06
31296;10.92856;10.92848;7.390976e-06
31297;10.92859;10.92851;7.390976e-06
31298;10.92863;10.92854;7.510185e-06
31299;10.92866;10.92858;7.510185e-06
31300;10.92869;10.92861;7.629395e-06
31301;10.92872;10.92864;7.510185e-06
31302;10.92875;10.92867;7.510185e-06
31303;10.92879;10.9287;7.390976e-06
31304;10.92882;10.92874;7.390976e-06
31305;10.92885;10.92877;7.390976e-06
31306;10.92888;10.9288;7.271767e-06
31307;10.92891;10.92883;7.271767e-06
31308;10.92894;10.92886;7.271767e-06
31309;10.92897;10.92889;7.271767e-06
31310;10.92901;10.92893;7.152557e-06
31311;10.92904;10.92896;7.152557e-06
31312;10.92907;10.92899;7.033348e-06
31313;10.9291;10.92902;7.033348e-06
31314;10.92913;10.92906;6.914139e-06
31315;10.92916;10.92909;6.914139e-06
31316;10.92919;10.92912;6.914139e-06
31317;10.92923;10.92915;6.79493e-06
31318;10.92926;10.92918;6.79493e-06
31319;10.92929;10.92922;6.67572e-06
31320;10.92932;10.92925;6.67572e-06
31321;10.92935;10.92928;6.67572e-06
31322;10.92938;10.92931;6.67572e-06
31323;10.92941;10.92934;6.556511e-06
31324;10.92945;10.92937;6.556511e-06
31325;10.92948;10.92941;6.437302e-06
31326;10.92951;10.92944;6.437302e-06
31327;10.92954;10.92947;6.318092e-06
31328;10.92957;10.9295;6.318092e-06
31329;10.9296;10.92953;6.318092e-06
31330;10.92964;10.92957;6.318092e-06
31331;10.92967;10.9296;6.198883e-06
31332;10.9297;10.92963;6.198883e-06
31333;10.92973;10.92966;6.198883e-06
31334;10.92976;10.92969;6.079674e-06
31335;10.92979;10.92973;6.079674e-06
31336;10.92982;10.92976;6.079674e-06
31337;10.92986;10.92979;6.079674e-06
31338;10.92989;10.92982;5.960464e-06
31339;10.92992;10.92985;5.960464e-06
31340;10.92995;10.92989;5.841255e-06
31341;10.92998;10.92992;5.841255e-06
31342;10.93001;10.92995;5.722046e-06
31343;10.93004;10.92998;5.722046e-06
31344;10.93008;10.93001;5.722046e-06
31345;10.93011;10.93005;5.722046e-06
31346;10.93014;10.93008;5.602837e-06
31347;10.93017;10.93011;5.602837e-06
31348;10.9302;10.93014;5.483627e-06
31349;10.93023;10.93017;5.483627e-06
31350;10.93026;10.93021;5.364418e-06
31351;10.9303;10.93024;5.364418e-06
31352;10.93033;10.93027;5.364418e-06
31353;10.93036;10.9303;5.364418e-06
31354;10.93039;10.93033;5.364418e-06
31355;10.93042;10.93036;5.245209e-06
31356;10.93045;10.9304;5.245209e-06
31357;10.93048;10.93043;5.245209e-06
31358;10.93052;10.93046;5.125999e-06
31359;10.93055;10.93049;5.125999e-06
31360;10.93058;10.93052;5.00679e-06
31361;10.93061;10.93056;5.00679e-06
31362;10.93064;10.93059;5.00679e-06
31363;10.93067;10.93062;5.00679e-06
31364;10.93071;10.93065;4.887581e-06
31365;10.93074;10.93068;4.887581e-06
31366;10.93077;10.93071;4.887581e-06
31367;10.9308;10.93075;4.768372e-06
31368;10.93083;10.93078;4.768372e-06
31369;10.93086;10.93081;4.768372e-06
31370;10.93089;10.93084;4.768372e-06
31371;10.93093;10.93087;4.649162e-06
31372;10.93096;10.93091;4.649162e-06
31373;10.93099;10.93094;4.649162e-06
31374;10.93102;10.93097;4.529953e-06
31375;10.93105;10.931;4.529953e-06
31376;10.93108;10.93103;4.410744e-06
31377;10.93111;10.93107;4.410744e-06
31378;10.93115;10.9311;4.410744e-06
31379;10.93118;10.93113;4.410744e-06
31380;10.93121;10.93116;4.291534e-06
31381;10.93124;10.93119;4.291534e-06
31382;10.93127;10.93123;4.172325e-06
31383;10.9313;10.93126;4.172325e-06
31384;10.93133;10.93129;4.172325e-06
31385;10.93137;10.93132;4.053116e-06
31386;10.9314;10.93135;4.053116e-06
31387;10.93143;10.93139;4.053116e-06
31388;10.93146;10.93142;4.053116e-06
31389;10.93149;10.93145;4.053116e-06
31390;10.93152;10.93148;3.933907e-06
31391;10.93155;10.93151;3.933907e-06
31392;10.93159;10.93154;3.814697e-06
31393;10.93162;10.93158;3.814697e-06
31394;10.93165;10.93161;3.814697e-06
31395;10.93168;10.93164;3.695488e-06
31396;10.93171;10.93167;3.695488e-06
31397;10.93174;10.9317;3.695488e-06
31398;10.93178;10.93174;3.695488e-06
31399;10.93181;10.93177;3.695488e-06
31400;10.93184;10.9318;3.695488e-06
31401;10.93187;10.93183;3.576279e-06
31402;10.9319;10.93186;3.576279e-06
31403;10.93193;10.93189;3.457069e-06
31404;10.93196;10.93193;3.457069e-06
31405;10.932;10.93196;3.457069e-06
31406;10.93203;10.93199;3.457069e-06
31407;10.93206;10.93202;3.457069e-06
31408;10.93209;10.93205;3.33786e-06
31409;10.93212;10.93209;3.33786e-06
31410;10.93215;10.93212;3.218651e-06
31411;10.93218;10.93215;3.218651e-06
31412;10.93222;10.93218;3.218651e-06
31413;10.93225;10.93221;3.099442e-06
31414;10.93228;10.93224;3.099442e-06
31415;10.93231;10.93228;3.099442e-06
31416;10.93234;10.93231;3.099442e-06
31417;10.93237;10.93234;3.099442e-06
31418;10.9324;10.93237;2.980232e-06
31419;10.93244;10.9324;2.980232e-06
31420;10.93247;10.93244;2.980232e-06
31421;10.9325;10.93247;2.980232e-06
31422;10.93253;10.9325;2.861023e-06
31423;10.93256;10.93253;2.861023e-06
31424;10.93259;10.93256;2.741814e-06
31425;10.93262;10.93259;2.741814e-06
31426;10.93266;10.93263;2.741814e-06
31427;10.93269;10.93266;2.741814e-06
31428;10.93272;10.93269;2.741814e-06
31429;10.93275;10.93272;2.741814e-06
31430;10.93278;10.93275;2.622604e-06
31431;10.93281;10.93279;2.622604e-06
31432;10.93285;10.93282;2.503395e-06
31433;10.93288;10.93285;2.503395e-06
31434;10.93291;10.93288;2.503395e-06
31435;10.93294;10.93291;2.384186e-06
31436;10.93297;10.93294;2.384186e-06
31437;10.933;10.93298;2.384186e-06
31438;10.93303;10.93301;2.384186e-06
31439;10.93307;10.93304;2.384186e-06
31440;10.9331;10.93307;2.384186e-06
31441;10.93313;10.9331;2.264977e-06
31442;10.93316;10.93314;2.264977e-06
31443;10.93319;10.93317;2.264977e-06
31444;10.93322;10.9332;2.145767e-06
31445;10.93325;10.93323;2.145767e-06
31446;10.93329;10.93326;2.145767e-06
31447;10.93332;10.93329;2.145767e-06
31448;10.93335;10.93333;2.145767e-06
31449;10.93338;10.93336;2.026558e-06
31450;10.93341;10.93339;2.026558e-06
31451;10.93344;10.93342;2.026558e-06
31452;10.93347;10.93345;1.907349e-06
31453;10.93351;10.93349;1.907349e-06
31454;10.93354;10.93352;1.907349e-06
31455;10.93357;10.93355;1.788139e-06
31456;10.9336;10.93358;1.788139e-06
31457;10.93363;10.93361;1.788139e-06
31458;10.93366;10.93364;1.788139e-06
31459;10.93369;10.93368;1.788139e-06
31460;10.93373;10.93371;1.788139e-06
31461;10.93376;10.93374;1.66893e-06
31462;10.93379;10.93377;1.66893e-06
31463;10.93382;10.9338;1.66893e-06
31464;10.93385;10.93384;1.549721e-06
31465;10.93388;10.93387;1.549721e-06
31466;10.93392;10.9339;1.549721e-06
31467;10.93395;10.93393;1.430511e-06
31468;10.93398;10.93396;1.430511e-06
31469;10.93401;10.93399;1.430511e-06
31470;10.93404;10.93402;1.430511e-06
31471;10.93407;10.93406;1.430511e-06
31472;10.9341;10.93409;1.430511e-06
31473;10.93414;10.93412;1.311302e-06
31474;10.93417;10.93415;1.311302e-06
31475;10.9342;10.93418;1.311302e-06
31476;10.93423;10.93422;1.192093e-06
31477;10.93426;10.93425;1.192093e-06
31478;10.93429;10.93428;1.192093e-06
31479;10.93432;10.93431;1.192093e-06
31480;10.93436;10.93434;1.192093e-06
31481;10.93439;10.93437;1.192093e-06
31482;10.93442;10.93441;1.072884e-06
31483;10.93445;10.93444;1.072884e-06
31484;10.93448;10.93447;1.072884e-06
31485;10.93451;10.9345;9.536743e-07
31486;10.93454;10.93453;9.536743e-07
31487;10.93458;10.93457;9.536743e-07
31488;10.93461;10.9346;9.536743e-07
31489;10.93464;10.93463;8.34465e-07
31490;10.93467;10.93466;8.34465e-07
31491;10.9347;10.93469;8.34465e-07
31492;10.93473;10.93472;8.34465e-07
31493;10.93476;10.93476;8.34465e-07
31494;10.9348;10.93479;8.34465e-07
31495;10.93483;10.93482;8.34465e-07
31496;10.93486;10.93485;7.152557e-07
31497;10.93489;10.93488;7.152557e-07
31498;10.93492;10.93491;7.152557e-07
31499;10.93495;10.93495;7.152557e-07
31500;10.93499;10.93498;5.960464e-07
31501;10.93502;10.93501;5.960464e-07
31502;10.93505;10.93504;5.960464e-07
31503;10.93508;10.93507;4.768372e-07
31504;10.93511;10.93511;4.768372e-07
31505;10.93514;10.93514;4.768372e-07
31506;10.93517;10.93517;4.768372e-07
31507;10.93521;10.9352;4.768372e-07
31508;10.93524;10.93523;4.768372e-07
31509;10.93527;10.93526;3.576279e-07
31510;10.9353;10.9353;3.576279e-07
31511;10.93533;10.93533;3.576279e-07
31512;10.93536;10.93536;3.576279e-07
31513;10.93539;10.93539;2.384186e-07
31514;10.93543;10.93542;2.384186e-07
31515;10.93546;10.93545;2.384186e-07
31516;10.93549;10.93549;1.192093e-07
31517;10.93552;10.93552;1.192093e-07
31518;10.93555;10.93555;1.192093e-07
31519;10.93558;10.93558;1.192093e-07
31520;10.93561;10.93561;1.192093e-07
31521;10.93565;10.93565;1.192093e-07
31522;10.93568;10.93568;1.192093e-07
31523;10.93571;10.93571;1.192093e-07
31524;10.93574;10.93574;0
31525;10.93577;10.93577;0
31526;10.9358;10.9358;0
31527;10.93583;10.93583;0
31528;10.93587;10.93587;0
31529;10.9359;10.9359;5.960464e-08
31530;10.93593;10.93593;5.960464e-08
31531;10.93596;10.93596;5.960464e-08
31532;10.93599;10.93599;5.960464e-08
31533;10.93602;10.93603;1.788139e-07
31534;10.93606;10.93606;1.788139e-07
31535;10.93609;10.93609;1.788139e-07
31536;10.93612;10.93612;2.384186e-07
31537;10.93615;10.93615;2.384186e-07
31538;10.93618;10.93618;2.384186e-07
31539;10.93621;10.93622;2.384186e-07
31540;10.93624;10.93625;3.576279e-07
31541;10.93628;10.93628;3.576279e-07
31542;10.93631;10.93631;3.576279e-07
31543;10.93634;10.93634;3.576279e-07
31544;10.93637;10.93637;4.172325e-07
31545;10.9364;10.93641;4.172325e-07
31546;10.93643;10.93644;4.172325e-07
31547;10.93646;10.93647;4.172325e-07
31548;10.9365;10.9365;5.364418e-07
31549;10.93653;10.93653;5.364418e-07
31550;10.93656;10.93656;5.364418e-07
31551;10.93659;10.9366;5.364418e-07
31552;10.93662;10.93663;5.960464e-07
31553;10.93665;10.93666;5.960464e-07
31554;10.93668;10.93669;5.960464e-07
31555;10.93672;10.93672;5.960464e-07
31556;10.93675;10.93676;7.152557e-07
31557;10.93678;10.93679;7.152557e-07
31558;10.93681;10.93682;7.152557e-07
31559;10.93684;10.93685;7.748604e-07
31560;10.93687;10.93688;7.748604e-07
31561;10.9369;10.93691;7.748604e-07
31562;10.93694;10.93694;7.748604e-07
31563;10.93697;10.93698;7.748604e-07
31564;10.937;10.93701;7.748604e-07
31565;10.93703;10.93704;8.940697e-07
31566;10.93706;10.93707;8.940697e-07
31567;10.93709;10.9371;8.940697e-07
31568;10.93713;10.93713;8.940697e-07
31569;10.93716;10.93717;8.940697e-07
31570;10.93719;10.9372;9.536743e-07
31571;10.93722;10.93723;9.536743e-07
31572;10.93725;10.93726;9.536743e-07
31573;10.93728;10.93729;9.536743e-07
31574;10.93731;10.93732;9.536743e-07
31575;10.93735;10.93736;1.072884e-06
31576;10.93738;10.93739;1.072884e-06
31577;10.93741;10.93742;1.072884e-06
31578;10.93744;10.93745;1.072884e-06
31579;10.93747;10.93748;1.072884e-06
31580;10.9375;10.93752;1.132488e-06
31581;10.93753;10.93755;1.132488e-06
31582;10.93757;10.93758;1.132488e-06
31583;10.9376;10.93761;1.132488e-06
31584;10.93763;10.93764;1.132488e-06
31585;10.93766;10.93767;1.192093e-06
31586;10.93769;10.93771;1.192093e-06
31587;10.93772;10.93774;1.192093e-06
31588;10.93775;10.93777;1.192093e-06
31589;10.93779;10.9378;1.192093e-06
31590;10.93782;10.93783;1.311302e-06
31591;10.93785;10.93786;1.311302e-06
31592;10.93788;10.93789;1.311302e-06
31593;10.93791;10.93793;1.311302e-06
31594;10.93794;10.93796;1.311302e-06
31595;10.93797;10.93799;1.370907e-06
31596;10.93801;10.93802;1.370907e-06
31597;10.93804;10.93805;1.370907e-06
31598;10.93807;10.93808;1.370907e-06
31599;10.9381;10.93812;1.490116e-06
31600;10.93813;10.93815;1.490116e-06
31601;10.93816;10.93818;1.490116e-06
31602;10.9382;10.93821;1.490116e-06
31603;10.93823;10.93824;1.490116e-06
31604;10.93826;10.93828;1.549721e-06
31605;10.93829;10.93831;1.549721e-06
31606;10.93832;10.93834;1.549721e-06
31607;10.93835;10.93837;1.549721e-06
31608;10.93838;10.9384;1.549721e-06
31609;10.93842;10.93843;1.549721e-06
31610;10.93845;10.93846;1.549721e-06
31611;10.93848;10.9385;1.66893e-06
31612;10.93851;10.93853;1.66893e-06
31613;10.93854;10.93856;1.66893e-06
31614;10.93857;10.93859;1.66893e-06
31615;10.9386;10.93862;1.66893e-06
31616;10.93864;10.93865;1.66893e-06
31617;10.93867;10.93869;1.728535e-06
31618;10.9387;10.93872;1.728535e-06
31619;10.93873;10.93875;1.728535e-06
31620;10.93876;10.93878;1.728535e-06
31621;10.93879;10.93881;1.728535e-06
31622;10.93882;10.93884;1.728535e-06
31623;10.93886;10.93888;1.728535e-06
31624;10.93889;10.93891;1.847744e-06
31625;10.93892;10.93894;1.847744e-06
31626;10.93895;10.93897;1.847744e-06
31627;10.93898;10.939;1.847744e-06
31628;10.93901;10.93903;1.847744e-06
31629;10.93904;10.93907;1.907349e-06
31630;10.93908;10.9391;1.907349e-06
31631;10.93911;10.93913;1.907349e-06
31632;10.93914;10.93916;1.907349e-06
31633;10.93917;10.93919;1.907349e-06
31634;10.9392;10.93922;1.907349e-06
31635;10.93923;10.93925;1.907349e-06
31636;10.93927;10.93929;2.026558e-06
31637;10.9393;10.93932;2.026558e-06
31638;10.93933;10.93935;2.026558e-06
31639;10.93936;10.93938;2.026558e-06
31640;10.93939;10.93941;2.026558e-06
31641;10.93942;10.93944;2.026558e-06
31642;10.93945;10.93948;2.026558e-06
31643;10.93949;10.93951;2.026558e-06
31644;10.93952;10.93954;2.086163e-06
31645;10.93955;10.93957;2.086163e-06
31646;10.93958;10.9396;2.086163e-06
31647;10.93961;10.93963;2.086163e-06
31648;10.93964;10.93967;2.086163e-06
31649;10.93967;10.9397;2.086163e-06
31650;10.93971;10.93973;2.086163e-06
31651;10.93974;10.93976;2.205372e-06
31652;10.93977;10.93979;2.205372e-06
31653;10.9398;10.93982;2.205372e-06
31654;10.93983;10.93986;2.205372e-06
31655;10.93986;10.93989;2.205372e-06
31656;10.93989;10.93992;2.205372e-06
31657;10.93993;10.93995;2.205372e-06
31658;10.93996;10.93998;2.205372e-06
31659;10.93999;10.94001;2.205372e-06
31660;10.94002;10.94004;2.205372e-06
31661;10.94005;10.94008;2.264977e-06
31662;10.94008;10.94011;2.264977e-06
31663;10.94011;10.94014;2.264977e-06
31664;10.94015;10.94017;2.264977e-06
31665;10.94018;10.9402;2.264977e-06
31666;10.94021;10.94023;2.264977e-06
31667;10.94024;10.94027;2.264977e-06
31668;10.94027;10.9403;2.324581e-06
31669;10.9403;10.94033;2.324581e-06
31670;10.94034;10.94036;2.324581e-06
31671;10.94037;10.94039;2.324581e-06
31672;10.9404;10.94042;2.324581e-06
31673;10.94043;10.94046;2.324581e-06
31674;10.94046;10.94049;2.324581e-06
31675;10.94049;10.94052;2.324581e-06
31676;10.94052;10.94055;2.324581e-06
31677;10.94056;10.94058;2.324581e-06
31678;10.94059;10.94061;2.44379e-06
31679;10.94062;10.94065;2.44379e-06
31680;10.94065;10.94068;2.44379e-06
31681;10.94068;10.94071;2.44379e-06
31682;10.94071;10.94074;2.44379e-06
31683;10.94074;10.94077;2.44379e-06
31684;10.94078;10.9408;2.44379e-06
31685;10.94081;10.94083;2.44379e-06
31686;10.94084;10.94087;2.44379e-06
31687;10.94087;10.9409;2.44379e-06
31688;10.9409;10.94093;2.503395e-06
31689;10.94093;10.94096;2.503395e-06
31690;10.94096;10.94099;2.503395e-06
31691;10.941;10.94102;2.503395e-06
31692;10.94103;10.94106;2.503395e-06
31693;10.94106;10.94109;2.503395e-06
31694;10.94109;10.94112;2.503395e-06
31695;10.94112;10.94115;2.503395e-06
31696;10.94115;10.94118;2.622604e-06
31697;10.94118;10.94121;2.622604e-06
31698;10.94122;10.94125;2.622604e-06
31699;10.94125;10.94128;2.622604e-06
31700;10.94128;10.94131;2.622604e-06
31701;10.94131;10.94134;2.622604e-06
31702;10.94134;10.94137;2.622604e-06
31703;10.94137;10.9414;2.622604e-06
31704;10.94141;10.94143;2.622604e-06
31705;10.94144;10.94147;2.622604e-06
31706;10.94147;10.9415;2.622604e-06
31707;10.9415;10.94153;2.622604e-06
31708;10.94153;10.94156;2.622604e-06
31709;10.94156;10.94159;2.622604e-06
31710;10.94159;10.94162;2.622604e-06
31711;10.94163;10.94165;2.622604e-06
31712;10.94166;10.94169;2.682209e-06
31713;10.94169;10.94172;2.682209e-06
31714;10.94172;10.94175;2.682209e-06
31715;10.94175;10.94178;2.682209e-06
31716;10.94178;10.94181;2.682209e-06
31717;10.94181;10.94184;2.682209e-06
31718;10.94185;10.94188;2.682209e-06
31719;10.94188;10.94191;2.682209e-06
31720;10.94191;10.94194;2.682209e-06
31721;10.94194;10.94197;2.682209e-06
31722;10.94197;10.942;2.682209e-06
31723;10.942;10.94203;2.682209e-06
31724;10.94203;10.94206;2.682209e-06
31725;10.94207;10.9421;2.682209e-06
31726;10.9421;10.94213;2.682209e-06
31727;10.94213;10.94216;2.682209e-06
31728;10.94216;10.94219;2.682209e-06
31729;10.94219;10.94222;2.682209e-06
31730;10.94222;10.94225;2.682209e-06
31731;10.94226;10.94229;2.801418e-06
31732;10.94229;10.94232;2.801418e-06
31733;10.94232;10.94235;2.801418e-06
31734;10.94235;10.94238;2.801418e-06
31735;10.94238;10.94241;2.801418e-06
31736;10.94241;10.94244;2.801418e-06
31737;10.94244;10.94247;2.801418e-06
31738;10.94248;10.94251;2.801418e-06
31739;10.94251;10.94254;2.801418e-06
31740;10.94254;10.94257;2.801418e-06
31741;10.94257;10.9426;2.801418e-06
31742;10.9426;10.94263;2.801418e-06
31743;10.94263;10.94266;2.801418e-06
31744;10.94266;10.94269;2.801418e-06
31745;10.9427;10.94273;2.801418e-06
31746;10.94273;10.94276;2.801418e-06
31747;10.94276;10.94279;2.801418e-06
31748;10.94279;10.94282;2.801418e-06
31749;10.94282;10.94285;2.801418e-06
31750;10.94285;10.94288;2.801418e-06
31751;10.94288;10.94291;2.801418e-06
31752;10.94292;10.94295;2.801418e-06
31753;10.94295;10.94298;2.801418e-06
31754;10.94298;10.94301;2.801418e-06
31755;10.94301;10.94304;2.801418e-06
31756;10.94304;10.94307;2.801418e-06
31757;10.94307;10.9431;2.801418e-06
31758;10.9431;10.94314;2.801418e-06
31759;10.94314;10.94317;2.801418e-06
31760;10.94317;10.9432;2.801418e-06
31761;10.9432;10.94323;2.801418e-06
31762;10.94323;10.94326;2.801418e-06
31763;10.94326;10.94329;2.801418e-06
31764;10.94329;10.94332;2.801418e-06
31765;10.94333;10.94336;2.801418e-06
31766;10.94336;10.94339;2.801418e-06
31767;10.94339;10.94342;2.801418e-06
31768;10.94342;10.94345;2.861023e-06
31769;10.94345;10.94348;2.861023e-06
31770;10.94348;10.94351;2.861023e-06
31771;10.94351;10.94355;2.861023e-06
31772;10.94355;10.94358;2.861023e-06
31773;10.94358;10.94361;2.861023e-06
31774;10.94361;10.94364;2.861023e-06
31775;10.94364;10.94367;2.861023e-06
31776;10.94367;10.9437;2.861023e-06
31777;10.9437;10.94373;2.861023e-06
31778;10.94373;10.94377;2.861023e-06
31779;10.94377;10.9438;2.861023e-06
31780;10.9438;10.94383;2.861023e-06
31781;10.94383;10.94386;2.861023e-06
31782;10.94386;10.94389;2.861023e-06
31783;10.94389;10.94392;2.861023e-06
31784;10.94392;10.94395;2.861023e-06
31785;10.94395;10.94399;2.861023e-06
31786;10.94399;10.94402;2.861023e-06
31787;10.94402;10.94405;2.801418e-06
31788;10.94405;10.94408;2.801418e-06
31789;10.94408;10.94411;2.801418e-06
31790;10.94411;10.94414;2.801418e-06
31791;10.94414;10.94417;2.801418e-06
31792;10.94417;10.94421;2.801418e-06
31793;10.94421;10.94424;2.801418e-06
31794;10.94424;10.94427;2.801418e-06
31795;10.94427;10.9443;2.801418e-06
31796;10.9443;10.94433;2.801418e-06
31797;10.94433;10.94436;2.801418e-06
31798;10.94436;10.94439;2.801418e-06
31799;10.9444;10.94443;2.801418e-06
31800;10.94443;10.94446;2.801418e-06
31801;10.94446;10.94449;2.801418e-06
31802;10.94449;10.94452;2.801418e-06
31803;10.94452;10.94455;2.801418e-06
31804;10.94455;10.94458;2.801418e-06
31805;10.94458;10.94461;2.801418e-06
31806;10.94462;10.94465;2.801418e-06
31807;10.94465;10.94468;2.801418e-06
31808;10.94468;10.94471;2.801418e-06
31809;10.94471;10.94474;2.801418e-06
31810;10.94474;10.94477;2.801418e-06
31811;10.94477;10.9448;2.801418e-06
31812;10.9448;10.94483;2.801418e-06
31813;10.94484;10.94487;2.801418e-06
31814;10.94487;10.9449;2.801418e-06
31815;10.9449;10.94493;2.801418e-06
31816;10.94493;10.94496;2.801418e-06
31817;10.94496;10.94499;2.801418e-06
31818;10.94499;10.94502;2.801418e-06
31819;10.94502;10.94506;2.801418e-06
31820;10.94506;10.94509;2.801418e-06
31821;10.94509;10.94512;2.801418e-06
31822;10.94512;10.94515;2.801418e-06
31823;10.94515;10.94518;2.801418e-06
31824;10.94518;10.94521;2.801418e-06
31825;10.94521;10.94524;2.801418e-06
31826;10.94524;10.94527;2.682209e-06
31827;10.94528;10.94531;2.682209e-06
31828;10.94531;10.94534;2.682209e-06
31829;10.94534;10.94537;2.682209e-06
31830;10.94537;10.9454;2.682209e-06
31831;10.9454;10.94543;2.682209e-06
31832;10.94543;10.94546;2.682209e-06
31833;10.94547;10.94549;2.682209e-06
31834;10.9455;10.94553;2.682209e-06
31835;10.94553;10.94556;2.682209e-06
31836;10.94556;10.94559;2.682209e-06
31837;10.94559;10.94562;2.682209e-06
31838;10.94562;10.94565;2.682209e-06
31839;10.94565;10.94568;2.682209e-06
31840;10.94569;10.94571;2.622604e-06
31841;10.94572;10.94575;2.622604e-06
31842;10.94575;10.94578;2.622604e-06
